claim,truth,pred,raw
Ultrasound of Neck Arteries May Help Gauge Stroke ,Misleading,Accurate,1. Accurate
" Meryl Streep, who was critical of President-elect",Accurate,Harmful,3. Harmful
Maintaining healthy vision may help keep brain in ,Misleading,Accurate,1. Accurate
Omega-3 Fatty Acids May Lower Breast Cancer Risk i,Misleading,Accurate,1. Accurate
Man who gouged out ex’s eyes committed to mental f,Accurate,Accurate,1. Accurate
3 economists who study poverty win Nobel Prize.,Accurate,Accurate,1. Accurate
Amarin fish oil capsule shows dramatic benefit for,Misleading,Accurate,1. Accurate
Rick Scott Says his tax and fee cuts will save hou,Harmful,Accurate,1. Accurate
Clark County ranks first in nation in syphilis rat,Accurate,Harmful,3. Harmful
Estrogen Lowers Breast Cancer and Heart Attack Ris,Accurate,Accurate,1. Accurate
Thailand extends ban on incoming passenger flights,Accurate,Accurate,1. Accurate
"Treating gum disease reduces prostate symptoms, CW",Misleading,Accurate,1. Accurate
Beloved Mote Marine sea turtle gets new Broward Co,Accurate,Unverifiable,Unverifiable
"Some cardiologists estimate ""70 percent of all mal",Misleading,Accurate,1. Accurate
Judge weighs whether NC schools conspired to depre,Accurate,Harmful,3. Harmful
The Obama administration ... would impose on every,Harmful,Harmful,3. Harmful
Combination approach shows promise for beating adv,Misleading,Accurate,1. Accurate
"In Yemen, world's worst cholera outbreak traced to",Accurate,Accurate,1. Accurate
The artificial sweetener Splenda was inadequately ,Harmful,Harmful,3. Harmful
"Congo Ebola epidemic exceeds 1,000 cases: health m",Accurate,Accurate,1. Accurate
When U.S. President Donald Trump was asked what he,Harmful,Unsure,3.
Blogger Says Vicks VapoRub caused a child’s death.,Harmful,Harmful,3. Harmful
Donald Trump Says that “over a 45-minute period th,Misleading,Accurate,1. Accurate
THC will be removed from drug-test screenings “sta,Harmful,Unverifiable,Unverifiable
Utah governor criticizes federal marijuana reform ,Accurate,Accurate,1. Accurate
"Obamacare ""will provide insurance to all non-U.S. ",Harmful,Harmful,3. Harmful
Post-war Liberians are demanding better mental hea,Accurate,Accurate,1. Accurate
"The stimulus bill contains ""$20 million for the re",Accurate,Accurate,1. Accurate
"  Former Navy SEAL Chris Kyle, the author of “Amer",Harmful,Accurate,1. Accurate
"Viral posts claim that climate change is a ""made-u",Harmful,Harmful,3. Harmful
"Neomycin sulphate, an antibiotic, is in vaccines a",Unverifiable,Harmful,3. Harmful
Study shows therapy improves quality of life in pe,Harmful,Accurate,1. Accurate
"Zinc will help your cold, at least a little",Misleading,Accurate,1. Accurate
Diabetes drug may keep lung cancer at bay,Misleading,Accurate,1. Accurate
Some Cubans choose dose of private medicine despit,Accurate,Accurate,1. Accurate
"The Chilean ""privatization scheme"" that Sharron An",Harmful,Harmful,3. Harmful
"In Africa, a child dies every minute because of (m",Accurate,Accurate,1. Accurate
“Spiral” CT scans reduce smoker deaths: study,Misleading,Accurate,1. Accurate
Mississippi has passed a bill granting churchgoers,Harmful,Harmful,3. Harmful
I remember one of [Curt Schilling's] teammates sai,Harmful,Accurate,1. Accurate
Scarless weight-loss surgery: pacemaker for your h,Misleading,Harmful,3. Harmful
Trampolines add bounce to group fitness classes.,Accurate,Harmful,3. Harmful
MUSCULAR DYSTROPHY: HEARTBROKEN FAMILY AWAITS FDA ,Accurate,Unsure,3.
Consuming tainted lettuce caused more deaths in 20,Harmful,Harmful,3. Harmful
Medtronic recalls heparin-coated bypass equipment.,Accurate,Accurate,1. Accurate
The Baseball Diet Is Proving To Be A Heavy Favorit,Harmful,Unverifiable,Unverifiable
Early breast cancers may need less lymph node surg,Accurate,Accurate,1. Accurate
"Using the ""African method"" of sitting over a steam",Harmful,Unsure,3.
Second man arrested in probe of Mac Miller’s overd,Accurate,Unsure,1.
Facebook post says Joe Biden has said 150 million ,Accurate,Harmful,3. Harmful
"Adam Hasner Says George LeMieux ""even compared Mar",Harmful,Accurate,1. Accurate
Fiancee sues over principal’s death in bone marrow,Accurate,Unverifiable,Unverifiable
"Every day, ""about 100 people will be arrested for ",Harmful,Unsure,1.
"Routine ""recess"" a hit at White House obesity summ",Accurate,Unsure,3.
ATTC VR-84 is a patent for Zika virus that comes f,Misleading,Unverifiable,Unverifiable
"Planned Parenthood is ""not actually doing women’s ",Harmful,Harmful,3. Harmful
We've caught Iran cheating on the interim (nuclear,Harmful,Unsure,1.
The Claim: Aspirin Can Reduce the Risk of Alzheime,Harmful,Accurate,1. Accurate
"North Korea to launch medical tourism, targeting v",Accurate,Accurate,1. Accurate
There is a demonstrable link between marijuana leg,Harmful,Harmful,3. Harmful
"A forthcoming Russian reality show called ""Game2: ",Harmful,Unsure,3.
Ginger Supplements Might Ease Inflammation Linked ,Misleading,Accurate,1. Accurate
Cyclone death toll above 750; fighting disease new,Accurate,Accurate,1. Accurate
"Here in Florida, I’ve slashed government by 10 per",Harmful,Unsure,1.
"Every dropout costs us $72,000 for the life of tha",Misleading,Accurate,1. Accurate
"Muslim nurses now have the ""option of participatin",Harmful,Harmful,3. Harmful
After initially agreeing with Republicans on an am,Misleading,Accurate,1. Accurate
U.S. 'gag rule' linked to 40% jump in abortions in,Accurate,Harmful,3. Harmful
Sometimes I was the only 'no' vote on the entire b,Accurate,Unverifiable,Unverifiable
Trial Shows Cystic Fibrosis Drug Helped Ease Breat,Accurate,Accurate,1. Accurate
Fish Oil Pills During Pregnancy Might Mean Stronge,Accurate,Accurate,1. Accurate
"Three border agents in San Diego ""were very badly ",Unverifiable,Accurate,1. Accurate
Clusters of illness linked to CBD vapes share 2nd ,Accurate,Accurate,1. Accurate
HIV in America: Studies zero in on trouble spots.,Accurate,Accurate,1. Accurate
Inmate awaiting mental health treatment dies in As,Accurate,Unverifiable,Unverifiable
Sanofi to cut U.S. insulin costs for some patients,Accurate,Accurate,1. Accurate
Stanford team finds blood test to help identify Al,Misleading,Accurate,1. Accurate
New Breast Reconstruction Technique Provides Bette,Harmful,Accurate,1. Accurate
"Theophilus Van Kannel, who developed the revolving",Harmful,Unverifiable,Unverifiable
U.S. President Donald Trump golfed several times a,Accurate,Accurate,1. Accurate
Same-day hip replacements get patients back on the,Harmful,Accurate,1. Accurate
New transplant research aims to salvage infected d,Accurate,Accurate,1. Accurate
I'm all ears: fossils reveal human ancestors' hear,Accurate,Accurate,1. Accurate
"Reince Priebus Says Hillary Clinton took ""money fr",Misleading,Harmful,3. Harmful
Problems spur FDA caution on insulin pump,Accurate,Accurate,1. Accurate
"NASA twins study explores space, the final genetic",Accurate,Accurate,1. Accurate
Crohn’s patients respond to J&J’s Stelara in study,Misleading,Accurate,1. Accurate
Ohio committee rejects medical marijuana for anxie,Accurate,Unsure,1.
The number of doctors in specialist psychiatry tra,Misleading,Accurate,1. Accurate
"Grocery store chain H-E-B's ""hurricane emergency s",Misleading,Accurate,1. Accurate
Teen eating habits may help cut breast cancer risk,Misleading,Accurate,1. Accurate
"More lives are lost from violence against women, s",Misleading,Accurate,1. Accurate
“Boil some orange peels wit cayenne pepper in it s,Harmful,Harmful,Harmful
Wrist replacement surgery is a last resort for tho,Harmful,Accurate,1. Accurate
New psoriasis drug is more effective than current ,Harmful,Accurate,1. Accurate
"Walter ""Blackie"" Wetzel, a former leader of the Bl",Accurate,Accurate,1. Accurate
"The UK is performing 240,000 Covid-19 tests a day.",Misleading,Accurate,1. Accurate
What is and isn't a Schedule I narcotic is a job f,Misleading,Unverifiable,Unverifiable
Researchers produce first widely protective vaccin,Harmful,Accurate,1. Accurate
A medical examiner's conclusion that Health and Hu,Harmful,Accurate,1. Accurate
 A federal judge has approved GOP Congressman Trey,Harmful,Harmful,3. Harmful
A photograph shows an eagle catching a drone. ,Accurate,Harmful,3. Harmful
Christmas miracle for Florida dog whose heart stop,Accurate,Unverifiable,Unverifiable
Another dolphin dies at Arizona aquatic facility.,Accurate,Harmful,3. Harmful
"What the facts say"" is ... ""the best scenario for ",Harmful,Accurate,1. Accurate
FDA advisory panel rejects J&J drug for acute coro,Accurate,Accurate,1. Accurate
Gene-editing Chinese scientist kept much of his wo,Accurate,Accurate,1. Accurate
